MICHELA,7,1,0,1,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,true
ELEONORA,8,1,0,0,0,2,0,0,0,0,0,0,1,0,1,2,0,0,1,0,0,0,0,0,0,0,0,8,true
SERENA,6,1,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,6,true
NADIA,5,2,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,true
PASQUALE,8,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,8,true
ARIANNA,7,3,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,7,true
REBECCA,7,1,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,true
MARTA,5,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,5,true
EMANUELE,8,1,0,0,0,3,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,8,true
NICOLA,6,1,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,6,true
EMANUELA,8,2,0,0,0,2,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,8,true
VITTORIA,8,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,2,0,1,0,0,0,0,8,true
MASSIMILIANO,12,2,0,0,0,0,0,0,0,3,0,0,1,2,1,1,0,0,0,2,0,0,0,0,0,0,0,12,true
ADRIANA,7,3,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,7,true
PIERA,5,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,5,true
MARIA GRAZIA,12,4,0,0,0,0,0,1,0,2,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,11,false
ANTONINO,8,1,0,0,0,0,0,0,0,1,0,0,0,0,3,2,0,0,0,0,1,0,0,0,0,0,0,8,true
LOREDANA,8,2,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,8,true
GIULIANA,8,2,0,0,0,0,0,1,0,2,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,8,true
SAMUELE,7,1,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,7,true
LUIGINA,7,1,0,0,0,0,0,1,0,2,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,7,true
EMMA,4,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,true
VITTORIO,8,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,1,0,2,0,1,0,0,0,0,8,true
